"","country","h1","h2","h3","h4","h5","h6","h7","v1","v2","v3","v4","v5"
"2948","LEB",-1.97841177753672,0.455431319771466,-0.703563368455555,-0.964998843831592,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.00512887531023697,-0.00348233116154069,0.621421198687758,0.637456929816482,0.0248819756460779
"2949","LEB",-0.0535384159671671,-0.216329876891446,-0.0611430070205426,0.421057547963972,0.496640802769173,-0.227513521000522,-1.46943325412788,-0.660770102468859,-0.00348233116154069,-0.688002041404303,-0.0214776593603937,0.0248819756460779
"2950","LEB",0.588086037889352,0.455431319771466,0.58127735441447,0.421057547963972,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,0.664254669063845,0.621421198687758,0.637456929816482,0.661031152997467
"2951","LEB",-0.0535384159671671,0.455431319771466,-0.703563368455555,-0.27197064793381,0.496640802769173,-0.227513521000522,0.581000898539345,0.650512351848385,0.664254669063845,1.27613281873379,-0.0214776593603937,0.661031152997467
"2952","LEB",0.588086037889352,0.455431319771466,-0.0611430070205426,-0.27197064793381,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,0.664254669063845,1.27613281873379,0.637456929816482,1.29718033034886
"2953","LEB",-0.695162869823686,-0.216329876891446,-0.0611430070205426,-0.964998843831592,-0.184796577774576,-0.909165359310682,-0.785955203238807,-0.660770102468859,-0.00348233116154069,-0.0332904213582727,-0.68041224853727,-0.611267201705311
"2954","LEB",0.588086037889352,1.12719251643438,0.58127735441447,0.421057547963972,0.496640802769173,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,0.621421198687758,0.637456929816482,0.0248819756460779
"2955","LEB",-0.695162869823686,0.455431319771466,0.58127735441447,0.421057547963972,1.17807818331292,0.454138317309637,-0.102477152349731,1.30615357900701,0.664254669063845,0.621421198687758,-0.68041224853727,0.661031152997467
"2956","LEB",-0.695162869823686,0.455431319771466,1.22369771584948,0.421057547963972,1.17807818331292,1.1357901556198,1.26447894942842,0.650512351848385,0.664254669063845,0.621421198687758,-0.0214776593603937,0.0248819756460779
"2957","LEB",0.588086037889352,0.455431319771466,0.58127735441447,0.421057547963972,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,0.664254669063845,0.621421198687758,0.637456929816482,0.661031152997467
"2958","LEB",-0.0535384159671671,0.455431319771466,0.58127735441447,-0.27197064793381,-0.184796577774576,-0.227513521000522,-0.102477152349731,0.650512351848385,-0.671219331386926,-0.688002041404303,0.637456929816482,0.661031152997467
"2959","LEB",-0.0535384159671671,-0.216329876891446,-0.703563368455555,-0.27197064793381,-0.184796577774576,-0.227513521000522,-0.785955203238807,-0.660770102468859,-0.671219331386926,0.621421198687758,0.637456929816482,0.661031152997467
"2960","LEB",1.22971049174587,1.12719251643438,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,-0.102477152349731,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2961","LEB",-1.3367873236802,-2.23161346688018,0.58127735441447,-0.964998843831592,-1.54767133886207,0.454138317309637,-0.785955203238807,-1.31641132962748,-0.00348233116154069,-1.34271366145033,-0.68041224853727,-1.88356555640809
"2962","LEB",0.588086037889352,-0.216329876891446,-0.703563368455555,-0.27197064793381,-2.22910871940582,-0.227513521000522,-0.785955203238807,0.650512351848385,1.33199166928923,0.621421198687758,1.29639151899336,-1.2474163790567
"2963","LEB",0.588086037889352,0.455431319771466,0.58127735441447,0.421057547963972,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,0.664254669063845,0.621421198687758,0.637456929816482,0.661031152997467
"2964","LEB",1.22971049174587,1.12719251643438,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,-0.00512887531023697,-0.00348233116154069,1.27613281873379,1.29639151899336,1.29718033034886
"2965","LEB",0.588086037889352,0.455431319771466,0.58127735441447,0.421057547963972,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.00512887531023697,-0.671219331386926,-0.0332904213582727,-0.0214776593603937,0.0248819756460779
"2966","LEB",0.588086037889352,0.455431319771466,0.58127735441447,0.421057547963972,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.00512887531023697,-0.671219331386926,-0.0332904213582727,-0.0214776593603937,0.0248819756460779
"2967","LEB",1.22971049174587,-0.216329876891446,-2.63082445276059,-0.27197064793381,1.17807818331292,-0.227513521000522,-0.785955203238807,0.650512351848385,-0.671219331386926,0.621421198687758,0.637456929816482,-1.2474163790567
"2968","LEB",-1.3367873236802,-1.55985227021727,-1.34598372989057,-1.65802703972937,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.660770102468859,-1.33895633161231,-1.34271366145033,-0.68041224853727,-0.611267201705311
"2969","LEB",-2.62003623139324,-2.23161346688018,-2.63082445276059,-3.04408343152494,-2.22910871940582,-2.95412087424116,-2.15291130501696,-2.62769378394473,-2.0066933318377,-1.99742528149636,-2.6572160160679,-1.2474163790567
"2970","LEB",-0.0535384159671671,-0.216329876891446,-0.0611430070205426,-0.964998843831592,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.00512887531023697,-0.00348233116154069,-0.0332904213582727,-0.0214776593603937,0.661031152997467
"2971","LEB",-0.0535384159671671,-0.216329876891446,-0.0611430070205426,0.421057547963972,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,0.664254669063845,0.621421198687758,0.637456929816482,0.661031152997467
"2972","LEB",-2.62003623139324,-2.23161346688018,-1.98840409132558,-3.04408343152494,-2.22910871940582,-2.95412087424116,-2.83638935590604,-1.9720525567861,-2.67443033206308,-2.6521369015424,-1.99828142689102,-0.611267201705311
"2973","LEB",0.588086037889352,0.455431319771466,-0.0611430070205426,-0.27197064793381,0.496640802769173,0.454138317309637,-0.102477152349731,0.650512351848385,0.664254669063845,1.27613281873379,0.637456929816482,1.29718033034886
"2974","LEB",1.22971049174587,1.12719251643438,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2975","LEB",-1.97841177753672,0.455431319771466,-1.34598372989057,-0.27197064793381,-0.866233958318325,-2.272469035931,-0.102477152349731,-0.660770102468859,-1.33895633161231,-0.688002041404303,-0.68041224853727,-1.2474163790567
"2976","LEB",1.22971049174587,1.12719251643438,0.58127735441447,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2977","LEB",1.22971049174587,1.12719251643438,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2978","LEB",-0.0535384159671671,-0.216329876891446,-0.0611430070205426,-0.27197064793381,-0.184796577774576,-0.227513521000522,-0.102477152349731,-0.00512887531023697,-0.00348233116154069,-0.0332904213582727,-0.68041224853727,0.0248819756460779
"2979","LEB",1.22971049174587,1.12719251643438,0.58127735441447,1.11408574386175,0.496640802769173,0.454138317309637,0.581000898539345,1.30615357900701,-0.00348233116154069,0.621421198687758,1.29639151899336,0.661031152997467
"2980","LEB",-0.695162869823686,-0.216329876891446,-1.34598372989057,-0.27197064793381,-1.54767133886207,0.454138317309637,-1.46943325412788,-1.31641132962748,-0.00348233116154069,-0.688002041404303,-1.33934683771415,-0.611267201705311
"2981","LEB",1.22971049174587,-1.55985227021727,-0.0611430070205426,-1.65802703972937,-0.866233958318325,-0.227513521000522,1.26447894942842,-0.00512887531023697,0.664254669063845,-1.34271366145033,0.637456929816482,-2.51971473375948
"2982","LEB",-0.695162869823686,-0.888091073554358,-0.703563368455555,-0.964998843831592,-0.866233958318325,-0.909165359310682,-0.785955203238807,-1.9720525567861,-2.0066933318377,-0.688002041404303,-2.6572160160679,-1.88356555640809
"2983","LEB",1.22971049174587,1.12719251643438,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2984","LEB",-2.62003623139324,-2.90337466354309,-2.63082445276059,-3.04408343152494,-2.91054609994957,-2.95412087424116,-2.83638935590604,-2.62769378394473,-2.67443033206308,-2.6521369015424,-2.6572160160679,-2.51971473375948
"2985","LEB",-0.0535384159671671,-0.216329876891446,-0.703563368455555,-0.27197064793381,-0.184796577774576,-0.227513521000522,-0.785955203238807,-1.31641132962748,-1.33895633161231,-0.688002041404303,-0.68041224853727,-0.611267201705311
"2986","LEB",-0.695162869823686,1.12719251643438,-0.0611430070205426,-0.964998843831592,0.496640802769173,1.1357901556198,-0.102477152349731,1.30615357900701,-0.00348233116154069,1.27613281873379,-0.0214776593603937,1.29718033034886
"2987","LEB",1.22971049174587,1.12719251643438,0.58127735441447,0.421057547963972,0.496640802769173,1.1357901556198,1.26447894942842,1.30615357900701,0.664254669063845,1.27613281873379,1.29639151899336,1.29718033034886
"2988","LEB",0.588086037889352,0.455431319771466,-0.0611430070205426,0.421057547963972,0.496640802769173,0.454138317309637,0.581000898539345,0.650512351848385,1.33199166928923,1.27613281873379,-0.0214776593603937,0.661031152997467
"2989","LEB",-0.695162869823686,0.455431319771466,0.58127735441447,0.421057547963972,0.496640802769173,0.454138317309637,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
"2990","LEB",-0.695162869823686,-1.55985227021727,1.22369771584948,1.11408574386175,1.17807818331292,1.1357901556198,-1.46943325412788,-0.00512887531023697,-0.671219331386926,-1.99742528149636,-2.6572160160679,-2.51971473375948
"2991","LEB",-0.0535384159671671,0.455431319771466,0.58127735441447,0.421057547963972,0.496640802769173,0.454138317309637,-0.102477152349731,-0.660770102468859,-0.671219331386926,0.621421198687758,-0.0214776593603937,0.661031152997467
"2992","LEB",1.22971049174587,1.12719251643438,-0.703563368455555,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,0.621421198687758,0.637456929816482,0.661031152997467
"2993","LEB",1.22971049174587,1.12719251643438,-0.0611430070205426,1.11408574386175,1.17807818331292,1.1357901556198,1.26447894942842,1.30615357900701,1.33199166928923,1.27613281873379,1.29639151899336,1.29718033034886
